,proteinName,geneName,synonyms,geneID,geneENS
P51993,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6,FUT6,['FCT3A'],2528,ENSG00000156413
P52179,Myomesin-1,MYOM1,[],8736,ENSG00000101605
P52198,Rho-related GTP-binding protein RhoN,RND2,"['ARHN', 'RHO7']",8153,ENSG00000108830
P52272,Heterogeneous nuclear ribonucleoprotein M,HNRNPM,"['HNRPM', 'NAGR1']",4670,ENSG00000099783
P52292,Importin subunit alpha-1,KPNA2,"['RCH1', 'SRP1']",3838,ENSG00000182481
P52294,Importin subunit alpha-5,KPNA1,['RCH2'],3836,ENSG00000114030
P52333,Tyrosine-protein kinase JAK3,JAK3,[],3718,ENSG00000105639
P52564,Dual specificity mitogen-activated protein kinase kinase 6,MAP2K6,"['MEK6', 'MKK6', 'PRKMK6', 'SKK3']",5608,ENSG00000108984
P52569,Cationic amino acid transporter 2,SLC7A2,"['ATRC2', 'CAT2']",6542,ENSG00000003989
P52594,Arf-GAP domain and FG repeat-containing protein 1,AGFG1,"['HRB', 'RAB', 'RIP']",3267,ENSG00000173744
P52597,Heterogeneous nuclear ribonucleoprotein F,HNRNPF,['HNRPF'],3185,ENSG00000169813
P52630,Signal transducer and activator of transcription 2,STAT2,[],6773,ENSG00000170581
P52655,Transcription initiation factor IIA subunit 1,GTF2A1,['TF2A1'],2957,ENSG00000165417
P52701,DNA mismatch repair protein Msh6,MSH6,['GTBP'],2956,ENSG00000116062
P52732,Kinesin-like protein KIF11,KIF11,"['EG5', 'KNSL1', 'TRIP5']",3832,ENSG00000138160
P52735,Guanine nucleotide exchange factor VAV2,VAV2,[],7410,ENSG00000160293
P52736,Zinc finger protein 133,ZNF133,['ZNF150'],7692,ENSG00000125846
P52737,Zinc finger protein 136,ZNF136,[],7695,ENSG00000196646
P52738,Zinc finger protein 140,ZNF140,[],7699,ENSG00000196387
P52739,Zinc finger protein 131,ZNF131,[],7690,ENSG00000172262
P52740,Zinc finger protein 132,ZNF132,[],7691,ENSG00000131849
P52741,Zinc finger protein 134,ZNF134,[],7693,ENSG00000213762
P52742,Zinc finger protein 135,ZNF135,"['ZNF61', 'ZNF78L1']",7694,ENSG00000176293
P52744,Zinc finger protein 138,ZNF138,[],7697,ENSG00000197008
P52746,Zinc finger protein 142,ZNF142,['KIAA0236'],7701,ENSG00000115568
P52747,Zinc finger protein 143,ZNF143,"['SBF', 'STAF']",7702,ENSG00000166478
P52756,RNA-binding protein 5,RBM5,[],10181,ENSG00000003756
P52757,Beta-chimaerin,CHN2,"['ARHGAP3', 'BCH']",1124,ENSG00000106069
P52790,Hexokinase-3,HK3,[],3101,ENSG00000160883
P52797,Ephrin-A3,EFNA3,"['EFL2', 'EPLG3', 'LERK3']",1944,ENSG00000143590
P52798,Ephrin-A4,EFNA4,"['EPLG4', 'LERK4']",1945,ENSG00000243364
P52799,Ephrin-B2,EFNB2,"['EPLG5', 'HTKL', 'LERK5']",1948,ENSG00000125266
P52803,Ephrin-A5,EFNA5,"['EPLG7', 'LERK7']",1946,ENSG00000184349
P52815,"39S ribosomal protein L12, mitochondrial",MRPL12,"['MRPL7', 'RPML12']",6182,ENSG00000262814
P52823,Stanniocalcin-1,STC1,['STC'],6781,ENSG00000159167
P52824,Diacylglycerol kinase theta,DGKQ,['DAGK4'],1609,ENSG00000145214
P52848,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,NDST1,"['HSST', 'HSST1']",3340,ENSG00000070614
P52849,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2,NDST2,['HSST2'],8509,ENSG00000166507
P52926,High mobility group protein HMGI-C,HMGA2,['HMGIC'],8091,ENSG00000149948
P52943,Cysteine-rich protein 2,CRIP2,['CRP2'],1397,ENSG00000182809
P52945,Pancreas/duodenum homeobox protein 1,PDX1,"['IPF1', 'STF1']",3651,ENSG00000139515
P52948,Nuclear pore complex protein Nup98-Nup96,NUP98,['ADAR2'],4928,ENSG00000110713
P52951,Homeobox protein GBX-2,GBX2,[],2637,ENSG00000168505
P52952,Homeobox protein Nkx-2.5,NKX2-5,"['CSX', 'NKX2.5', 'NKX2E']",1482,ENSG00000183072
P52954,Transcription factor LBX1,LBX1,['LBX1H'],10660,ENSG00000138136
P52961,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,ART1,[],417,ENSG00000129744
P53007,"Tricarboxylate transport protein, mitochondrial",SLC25A1,['SLC20A3'],6576,ENSG00000100075
P53350,Serine/threonine-protein kinase PLK1,PLK1,['PLK'],5347,ENSG00000166851
P53355,Death-associated protein kinase 1,DAPK1,['DAPK'],1612,ENSG00000196730
P53365,Arfaptin-2,ARFIP2,['POR1'],23647,ENSG00000132254
P53367,Arfaptin-1,ARFIP1,[],27236,ENSG00000164144
P53370,Nucleoside diphosphate-linked moiety X motif 6,NUDT6,['FGF2AS'],11162,ENSG00000170917
P53396,ATP-citrate synthase,ACLY,[],47,ENSG00000131473
P53420,Collagen alpha-4(IV) chain,COL4A4,[],1286,ENSG00000081052
P53539,Protein FosB,FOSB,['G0S3'],2354,ENSG00000125740
P53567,CCAAT/enhancer-binding protein gamma,CEBPG,[],1054,ENSG00000153879
P53597,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",SUCLG1,[],8802,ENSG00000163541
P53618,Coatomer subunit beta,COPB1,['COPB'],1315,ENSG00000129083
P53621,Coatomer subunit alpha,COPA,[],1314,ENSG00000122218
P53667,LIM domain kinase 1,LIMK1,['LIMK'],3984,ENSG00000106683
P53671,LIM domain kinase 2,LIMK2,[],3985,ENSG00000182541
P53674,Beta-crystallin B1,CRYBB1,[],1414,ENSG00000100122
P53675,Clathrin heavy chain 2,CLTCL1,"['CLH22', 'CLTCL', 'CLTD']",8218,ENSG00000070371
P53701,Holocytochrome c-type synthase,HCCS,['CCHL'],3052,ENSG00000004961
P53708,Integrin alpha-8,ITGA8,[],8516,ENSG00000077943
P53779,Mitogen-activated protein kinase 10,MAPK10,"['JNK3', 'JNK3A', 'PRKM10', 'SAPK1B']",5602,ENSG00000109339
P53794,Sodium/myo-inositol cotransporter,SLC5A3,[],,ENSG00000198743
P53801,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG1IP,"['C21orf1', 'C21orf3']",754,ENSG00000183255
P53804,E3 ubiquitin-protein ligase TTC3,TTC3,"['DCRR1', 'RNF105', 'TPRD']",7267,ENSG00000182670
P53805,Calcipressin-1,RCAN1,"['ADAPT78', 'CSP1', 'DSC1', 'DSCR1']",1827,ENSG00000159200
P53814,Smoothelin,SMTN,['SMSMO'],6525,ENSG00000183963
P53816,Phospholipase A and acyltransferase 3,PLAAT3,"['HRASLS3', 'HREV107', 'PLA2G16']",11145,ENSG00000176485
P53985,Monocarboxylate transporter 1,SLC16A1,['MCT1'],6566,ENSG00000155380
P53990,IST1 homolog,IST1,['KIAA0174'],9798,ENSG00000182149
P53992,Protein transport protein Sec24C,SEC24C,['KIAA0079'],9632,ENSG00000176986
P53999,Activated RNA polymerase II transcriptional coactivator p15,SUB1,"['PC4', 'RPO2TC1']",10923,ENSG00000113387
P54098,DNA polymerase subunit gamma-1,POLG,"['MDP1', 'POLG1', 'POLGA']",5428,ENSG00000140521
P54105,Methylosome subunit pICln,CLNS1A,"['CLCI', 'ICLN']",1207,ENSG00000074201
P54132,RecQ-like DNA helicase BLM,BLM,"['RECQ2', 'RECQL3']",641,ENSG00000197299
P54198,Protein HIRA,HIRA,"['DGCR1', 'HIR', 'TUPLE1']",7290,ENSG00000100084
P54219,Chromaffin granule amine transporter,SLC18A1,"['VAT1', 'VMAT1']",6570,ENSG00000036565
P54252,Ataxin-3,ATXN3,"['ATX3', 'MJD', 'MJD1', 'SCA3']",4287,ENSG00000066427
P54253,Ataxin-1,ATXN1,"['ATX1', 'SCA1']",6310,ENSG00000124788
P54257,Huntingtin-associated protein 1,HAP1,"['HAP2', 'HLP1']",9001,ENSG00000173805
P54259,Atrophin-1,ATN1,"['D12S755E', 'DRPLA']",1822,ENSG00000111676
P54274,Telomeric repeat-binding factor 1,TERF1,"['PIN2', 'TRBF1', 'TRF', 'TRF1']",7013,ENSG00000147601
P54277,PMS1 protein homolog 1,PMS1,['PMSL1'],5378,ENSG00000064933
P54278,Mismatch repair endonuclease PMS2,PMS2,['PMSL2'],5395,ENSG00000122512
P54284,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,['CACNLB3'],784,ENSG00000167535
P54289,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,"['CACNL2A', 'CCHL2A', 'MHS3']",781,ENSG00000153956
P54296,Myomesin-2,MYOM2,[],9172,ENSG00000274137
P54368,Ornithine decarboxylase antizyme 1,OAZ1,['OAZ'],4946,ENSG00000104904
P54578,Ubiquitin carboxyl-terminal hydrolase 14,USP14,['TGT'],9097,ENSG00000101557
P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA2,"['AMPK', 'AMPK2']",5563,ENSG00000162409
P54652,Heat shock-related 70 kDa protein 2,HSPA2,[],3306,ENSG00000126803
P54707,Potassium-transporting ATPase alpha chain 2,ATP12A,['ATP1AL1'],479,ENSG00000075673
P54725,UV excision repair protein RAD23 homolog A,RAD23A,[],5886,ENSG00000179262
P54727,UV excision repair protein RAD23 homolog B,RAD23B,[],5887,ENSG00000119318
P54750,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",PDE1A,[],5136,ENSG00000115252
P54753,Ephrin type-B receptor 3,EPHB3,"['ETK2', 'HEK2', 'TYRO6']",2049,ENSG00000182580
P54756,Ephrin type-A receptor 5,EPHA5,"['BSK', 'EHK1', 'HEK7', 'TYRO4']",2044,ENSG00000145242
P54760,Ephrin type-B receptor 4,EPHB4,"['HTK', 'MYK1', 'TYRO11']",2050,ENSG00000196411
P54762,Ephrin type-B receptor 1,EPHB1,"['ELK', 'EPHT2', 'HEK6', 'NET']",2047,ENSG00000154928
P54764,Ephrin type-A receptor 4,EPHA4,"['HEK8', 'SEK', 'TYRO1']",2043,ENSG00000116106
P54792,Putative segment polarity protein dishevelled homolog DVL1P1,DVL1P1,"['DVL', 'DVL1', 'DVL1L1']",,
P54803,Galactocerebrosidase,GALC,[],2581,ENSG00000054983
P54821,Paired mesoderm homeobox protein 1,PRRX1,['PMX1'],5396,ENSG00000116132
P54826,Growth arrest-specific protein 1,GAS1,[],2619,ENSG00000180447
P54829,Tyrosine-protein phosphatase non-receptor type 5,PTPN5,[],84867,ENSG00000110786
P54840,"Glycogen [starch] synthase, liver",GYS2,[],2998,ENSG00000111713
P54845,Neural retina-specific leucine zipper protein,NRL,['D14S46E'],4901,ENSG00000285493
P54868,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",HMGCS2,[],3158,ENSG00000134240
P54886,Delta-1-pyrroline-5-carboxylate synthase,ALDH18A1,"['GSAS', 'P5CS', 'PYCS']",5832,ENSG00000059573
P55001,Microfibrillar-associated protein 2,MFAP2,['MAGP1'],4237,ENSG00000117122
P55010,Eukaryotic translation initiation factor 5,EIF5,[],1983,ENSG00000100664
P55011,Solute carrier family 12 member 2,SLC12A2,['NKCC1'],6558,ENSG00000064651
P55017,Solute carrier family 12 member 3,SLC12A3,"['NCC', 'TSC']",6559,ENSG00000070915
P55036,26S proteasome non-ATPase regulatory subunit 4,PSMD4,['MCB1'],5710,ENSG00000159352
P55039,Developmentally-regulated GTP-binding protein 2,DRG2,[],1819,ENSG00000108591
P55040,GTP-binding protein GEM,GEM,['KIR'],2669,ENSG00000164949
P55042,GTP-binding protein RAD,RRAD,['RAD'],6236,ENSG00000166592
P55055,Oxysterols receptor LXR-beta,NR1H2,"['LXRB', 'NER', 'UNR']",7376,ENSG00000131408
P55056,Apolipoprotein C-IV,APOC4,[],346,ENSG00000267467
P55060,Exportin-2,CSE1L,"['CAS', 'XPO2']",1434,ENSG00000124207
P55072,Transitional endoplasmic reticulum ATPase,VCP,[],7415,ENSG00000165280
P55075,Fibroblast growth factor 8,FGF8,['AIGF'],2253,ENSG00000107831
P55081,Microfibrillar-associated protein 1,MFAP1,[],4236,ENSG00000140259
P55082,Microfibril-associated glycoprotein 3,MFAP3,[],4238,ENSG00000037749
P55083,Microfibril-associated glycoprotein 4,MFAP4,[],4239,ENSG00000166482
P55084,"Trifunctional enzyme subunit beta, mitochondrial",HADHB,[],3032,ENSG00000138029
P55085,Proteinase-activated receptor 2,F2RL1,"['GPR11', 'PAR2']",2150,ENSG00000164251
P55087,Aquaporin-4,AQP4,[],361,ENSG00000171885
P55089,Urocortin,UCN,[],7349,ENSG00000163794
P55103,Inhibin beta C chain,INHBC,[],3626,ENSG00000175189
P55107,Growth/differentiation factor 10,GDF10,['BMP3B'],2662,ENSG00000266524
P55157,Microsomal triglyceride transfer protein large subunit,MTTP,['MTP'],4547,ENSG00000138823
P55196,Afadin,AFDN,"['AF6', 'MLLT4']",4301,ENSG00000130396
P55197,Protein AF-10,MLLT10,['AF10'],8028,ENSG00000078403
P55198,Protein AF-17,MLLT6,['AF17'],4302,ENSG00000275023
P55199,RNA polymerase II elongation factor ELL,ELL,['C19orf17'],8178,ENSG00000105656
P55201,Peregrin,BRPF1,['BR140'],7862,ENSG00000156983
P55209,Nucleosome assembly protein 1-like 1,NAP1L1,['NRP'],4673,ENSG00000187109
P55210,Caspase-7,CASP7,['MCH3'],840,ENSG00000165806
P55211,Caspase-9,CASP9,['MCH6'],842,ENSG00000132906
P55212,Caspase-6,CASP6,['MCH2'],839,ENSG00000138794
P55259,Pancreatic secretory granule membrane major glycoprotein GP2,GP2,[],2813,ENSG00000169347
P55265,Double-stranded RNA-specific adenosine deaminase,ADAR,"['ADAR1', 'DSRAD', 'G1P1', 'IFI4']",103,ENSG00000160710
P55268,Laminin subunit beta-2,LAMB2,['LAMS'],3913,ENSG00000172037
P55283,Cadherin-4,CDH4,[],1002,ENSG00000179242
P55285,Cadherin-6,CDH6,[],1004,ENSG00000113361
P55286,Cadherin-8,CDH8,[],1006,ENSG00000150394
P55287,Cadherin-11,CDH11,[],1009,ENSG00000140937
P55289,Cadherin-12,CDH12,[],1010,ENSG00000154162
P55290,Cadherin-13,CDH13,['CDHH'],1012,ENSG00000140945
P55291,Cadherin-15,CDH15,"['CDH14', 'CDH3']",1013,ENSG00000129910
P55316,Forkhead box protein G1,FOXG1,"['FKH2', 'FKHL1', 'FKHL2', 'FKHL3', 'FKHL4', 'FOXG1A', 'FOXG1B', 'FOXG1C']",2290,ENSG00000176165
P55317,Hepatocyte nuclear factor 3-alpha,FOXA1,"['HNF3A', 'TCF3A']",3169,ENSG00000129514
P55318,Hepatocyte nuclear factor 3-gamma,FOXA3,"['HNF3G', 'TCF3G']",3171,ENSG00000170608
P55327,Tumor protein D52,TPD52,[],7163,ENSG00000076554
P55345,Protein arginine N-methyltransferase 2,PRMT2,"['HMT1', 'HRMT1L1']",3275,ENSG00000160310
P55347,Homeobox protein PKNOX1,PKNOX1,['PREP1'],5316,ENSG00000160199
P55771,Paired box protein Pax-9,PAX9,[],5083,ENSG00000198807
P55773,C-C motif chemokine 23,CCL23,"['MIP3', 'MPIF1', 'SCYA23']",6368,ENSG00000276114
P55786,Puromycin-sensitive aminopeptidase,NPEPPS,['PSA'],9520,ENSG00000141279
P55789,FAD-linked sulfhydryl oxidase ALR,GFER,"['ALR', 'HERV1', 'HPO']",2671,ENSG00000127554
P55795,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,"['FTP3', 'HNRPH2']",3188,ENSG00000126945
P55808,Glycoprotein Xg,XG,['PBDX'],7499,ENSG00000124343
P55809,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,"['OXCT', 'SCOT']",5019,ENSG00000083720
P55822,SH3 domain-binding glutamic acid-rich protein,SH3BGR,[],6450,ENSG00000185437
P55851,Dicarboxylate carrier SLC25A8,UCP2,['SLC25A8'],7351,ENSG00000175567
P55884,Eukaryotic translation initiation factor 3 subunit B,EIF3B,['EIF3S9'],8662,ENSG00000106263
P55895,V(D)J recombination-activating protein 2,RAG2,[],5897,ENSG00000175097
P55899,IgG receptor FcRn large subunit p51,FCGRT,['FCRN'],2217,ENSG00000104870
P55916,Mitochondrial uncoupling protein 3,UCP3,['SLC25A9'],7352,ENSG00000175564
P55957,BH3-interacting domain death agonist,BID,[],637,ENSG00000015475
P56159,GDNF family receptor alpha-1,GFRA1,"['GDNFRA', 'RETL1', 'TRNR1']",2674,ENSG00000151892
P56177,Homeobox protein DLX-1,DLX1,[],1745,ENSG00000144355
P56178,Homeobox protein DLX-5,DLX5,[],1749,ENSG00000105880
P56179,Homeobox protein DLX-6,DLX6,[],1750,ENSG00000006377
P56180,Putative tyrosine-protein phosphatase TPTE,TPTE,[],7179,ENSG00000274391
P56181,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUFV3,[],4731,ENSG00000160194
P56182,Ribosomal RNA processing protein 1 homolog A,RRP1,"['D21S2056E', 'NNP1', 'NOP52', 'RRP1A']",8568,ENSG00000160214
P56192,"Methionine--tRNA ligase, cytoplasmic",MARS1,['MARS'],4141,ENSG00000166986
P56199,Integrin alpha-1,ITGA1,[],3672,ENSG00000213949
P56202,Cathepsin W,CTSW,[],1521,ENSG00000172543
P56211,cAMP-regulated phosphoprotein 19,ARPP19,[],10776,ENSG00000128989
P56270,Myc-associated zinc finger protein,MAZ,['ZNF801'],4150,ENSG00000103495
P56373,P2X purinoceptor 3,P2RX3,[],5024,ENSG00000109991
P56470,Galectin-4,LGALS4,[],3960,ENSG00000282992
P56524,Histone deacetylase 4,HDAC4,['KIAA0288'],9759,ENSG00000068024
P56545,C-terminal-binding protein 2,CTBP2,[],1488,ENSG00000175029
P56555,Down syndrome critical region protein 4,DSCR4,"['DCRB', 'DSCRB']",,
P56645,Period circadian protein homolog 3,PER3,[],8863,ENSG00000049246
P56693,Transcription factor SOX-10,SOX10,[],6663,ENSG00000100146
P56696,Potassium voltage-gated channel subfamily KQT member 4,KCNQ4,[],9132,ENSG00000117013
P56703,Proto-oncogene Wnt-3,WNT3,['INT4'],7473,ENSG00000277641
P56704,Protein Wnt-3a,WNT3A,[],89780,ENSG00000154342
P56706,Protein Wnt-7b,WNT7B,[],7477,ENSG00000188064
P56715,Oxygen-regulated protein 1,RP1,['ORP1'],6101,ENSG00000104237
P56730,Neurotrypsin,PRSS12,[],8492,ENSG00000164099
P56746,Claudin-15,CLDN15,[],24146,ENSG00000106404
P56747,Claudin-6,CLDN6,[],9074,ENSG00000184697
P56748,Claudin-8,CLDN8,[],9073,ENSG00000156284
P56749,Claudin-12,CLDN12,[],9069,ENSG00000157224
P56750,Claudin-17,CLDN17,[],26285,ENSG00000156282
P56817,Beta-secretase 1,BACE1,"['BACE', 'KIAA1149']",23621,ENSG00000186318
P56856,Claudin-18,CLDN18,[],51208,ENSG00000066405
P56880,Claudin-20,CLDN20,[],49861,ENSG00000171217
P56915,Homeobox protein goosecoid,GSC,[],145258,ENSG00000133937
P56945,Breast cancer anti-estrogen resistance protein 1,BCAR1,"['CAS', 'CASS1', 'CRKAS']",9564,ENSG00000050820
P56962,Syntaxin-17,STX17,[],55014,ENSG00000136874
P56975,"Pro-neuregulin-3, membrane-bound isoform",NRG3,[],10718,ENSG00000185737
P57052,Splicing regulator RBM11,RBM11,[],54033,ENSG00000185272
P57055,Protein ripply3,RIPPLY3,['DSCR6'],53820,ENSG00000183145
P57057,Glucose-6-phosphate exchanger SLC37A1,SLC37A1,['G3PP'],54020,ENSG00000160190
P57058,Hormonally up-regulated neu tumor-associated kinase,HUNK,['MAKV'],30811,ENSG00000142149
P57059,Serine/threonine-protein kinase SIK1,SIK1,"['SIK', 'SNF1LK']",150094,ENSG00000142178
P57060,RWD domain-containing protein 2B,RWDD2B,['C21orf6'],10069,ENSG00000156253
P57071,PR domain zinc finger protein 15,PRDM15,"['C21orf83', 'ZNF298']",63977,ENSG00000141956
P57073,Transcription factor SOX-8,SOX8,[],30812,ENSG00000005513
P57075,Ubiquitin-associated and SH3 domain-containing protein A,UBASH3A,['STS2'],53347,ENSG00000160185
P57077,MAP3K7 C-terminal-like protein,MAP3K7CL,"['C21orf7', 'TAK1L']",56911,ENSG00000156265
P57078,Receptor-interacting serine/threonine-protein kinase 4,RIPK4,"['ANKRD3', 'DIK']",,ENSG00000183421
P57082,T-box transcription factor TBX4,TBX4,[],9496,ENSG00000121075
P57086,SCAN domain-containing protein 1,SCAND1,['SDP1'],51282,ENSG00000171222
P57087,Junctional adhesion molecule B,JAM2,"['C21orf43', 'VEJAM']",58494,ENSG00000154721
P57103,Sodium/calcium exchanger 3,SLC8A3,['NCX3'],6547,ENSG00000100678
P57105,Synaptojanin-2-binding protein,SYNJ2BP,['OMP25'],55333,ENSG00000213463
P57678,Gem-associated protein 4,GEMIN4,[],50628,ENSG00000179409
P57679,EvC complex member EVC,EVC,[],2121,ENSG00000072840
P57682,Krueppel-like factor 3,KLF3,['BKLF'],51274,ENSG00000109787
P57721,Poly(rC)-binding protein 3,PCBP3,"['PCBP3-OT1', 'PCBP3OT']",54039,ENSG00000183570
P57723,Poly(rC)-binding protein 4,PCBP4,[],57060,ENSG00000090097
P57727,Transmembrane protease serine 3,TMPRSS3,"['ECHOS1', 'TADG12']",64699,ENSG00000160183
P57737,Coronin-7,CORO7,[],79585,ENSG00000282725
P57738,T-cell leukemia translocation-altered gene protein,TCTA,[],6988,ENSG00000145022
P57739,Claudin-2,CLDN2,[],9075,ENSG00000165376
P57740,Nuclear pore complex protein Nup107,NUP107,[],57122,ENSG00000111581
P57764,Gasdermin-D,GSDMD,"['DFNA5L', 'GSDMDC1']",79792,ENSG00000278718
P57768,Sorting nexin-16,SNX16,[],64089,ENSG00000104497
P57771,Regulator of G-protein signaling 8,RGS8,[],85397,ENSG00000135824
P57772,Selenocysteine-specific elongation factor,EEFSEC,['SELB'],60678,ENSG00000284869
P57773,Gap junction alpha-9 protein,GJA9,['GJA10'],81025,ENSG00000131233
P57789,Potassium channel subfamily K member 10,KCNK10,['TREK2'],54207,ENSG00000100433
P57796,Calcium-binding protein 4,CABP4,[],57010,ENSG00000175544
P58004,Sestrin-2,SESN2,"['Hi95', 'SEST2']",83667,ENSG00000285069
P58005,Sestrin-3,SESN3,['SEST3'],143686,ENSG00000149212
P58012,Forkhead box protein L2,FOXL2,[],668,ENSG00000183770
P58107,Epiplakin,EPPK1,['EPIPL'],83481,ENSG00000261150
P58166,Inhibin beta E chain,INHBE,[],83729,ENSG00000139269
P58170,Olfactory receptor 1D5,OR1D5,[],8386,ENSG00000262628
P58215,Lysyl oxidase homolog 3,LOXL3,['LOXL'],84695,ENSG00000115318
P58304,Visual system homeobox 2,VSX2,"['CHX10', 'HOX10']",338917,ENSG00000119614
P58317,Zinc finger protein 121,ZNF121,['ZNF20'],7675,ENSG00000197961
P58335,Anthrax toxin receptor 2,ANTXR2,['CMG2'],118429,ENSG00000163297
P58340,Myeloid leukemia factor 1,MLF1,[],4291,ENSG00000178053
P58397,A disintegrin and metalloproteinase with thrombospondin motifs 12,ADAMTS12,[],81792,ENSG00000151388
P58417,Neurexophilin-1,NXPH1,['NPH1'],30010,ENSG00000122584
P58505,Uncharacterized protein C21orf58,C21orf58,[],54058,ENSG00000160298
P58512,Uncharacterized protein encoded by LINC01547,LINC01547,"['C21orf67', 'C21orf69']",,
P58513,Putative uncharacterized protein encoded by LINC00158,LINC00158,"['C21orf42', 'NCRNA00158']",,
P58549,FXYD domain-containing ion transport regulator 7,FXYD7,[],53822,ENSG00000221946
P58550,Putative FXYD domain-containing ion transport regulator 8,FXYD6P3,['FXYD8'],,
P58658,Protein eva-1 homolog C,EVA1C,"['C21orf63', 'C21orf64', 'FAM176C']",59271,ENSG00000166979
P58743,Prestin,SLC26A5,['PRES'],375611,ENSG00000170615
P58753,Toll/interleukin-1 receptor domain-containing adapter protein,TIRAP,['MAL'],114609,ENSG00000150455
P58872,Rhomboid-related protein 3,RHBDL3,"['RHBDL4', 'VRHO']",162494,ENSG00000141314
P59020,Down syndrome critical region protein 9,DSCR9,[],,
P59022,Down syndrome critical region protein 10,DSCR10,[],,
P59025,Receptor-transporting protein 1,RTP1,['Z3CXXC1'],132112,ENSG00000175077
P59036,Putative uncharacterized protein encoded by LINC00310,LINC00310,"['C21orf82', 'NCRNA00310']",,
P59037,Putative uncharacterized protein encoded by LINC00313,LINC00313,"['C21orf84', 'NCRNA00313']",,
P59044,"NACHT, LRR and PYD domains-containing protein 6",NLRP6,"['NALP6', 'PYPAF5']",171389,ENSG00000174885
P59045,"NACHT, LRR and PYD domains-containing protein 11",NLRP11,"['NALP11', 'NOD17', 'PAN10', 'PYPAF6']",204801,ENSG00000179873
P59046,"NACHT, LRR and PYD domains-containing protein 12",NLRP12,"['NALP12', 'PYPAF7', 'RNO']",91662,ENSG00000142405
P59047,"NACHT, LRR and PYD domains-containing protein 5",NLRP5,"['MATER', 'NALP5']",126206,ENSG00000171487
P59051,Putative uncharacterized protein encoded by BRWD1-AS2,BRWD1-AS2,"['BRWD1-IT2', 'C21orf87', 'NCRNA00257']",,
P59052,Putative uncharacterized protein B3GALT5-AS1,B3GALT5-AS1,['C21orf88'],,
P59074,Putative charged multivesicular body protein 4B-like protein CHMP4BP1,CHMP4BP1,[],,
P59090,Putative uncharacterized protein TSPEAR-AS2,TSPEAR-AS2,['C21orf90'],,
P59091,Putative uncharacterized protein encoded by LINC00315,LINC00315,"['C21orf93', 'NCRNA00315']",,
